nuts3,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12
DEA54,0.20111754257586306,0.18972793273028682,0.13966402001459027,0.06956609398883871,0.011594963983260178,0.0005810249267763809,6.283338079152583e-18,1.837829072891318e-05,0.00863934958108129,0.06416768579146989,0.13021450954084512,0.18470849857625934
DEA55,0.20219045542222924,0.19111679012037622,0.1378054312284609,0.07562812730350911,0.009862895703843768,0.00019441043326142216,-3.279266641403872e-17,-3.279266641403872e-17,0.007304673251510499,0.05849594259247116,0.13330283348277472,0.18409844046156287
DEA56,0.20075958517936596,0.18992248761621588,0.1376833268416018,0.07661017631996071,0.011122159528471051,0.00035742718463059554,6.74354058800977e-18,6.74354058800977e-18,0.007535627333974297,0.05969730674748585,0.13327184238342693,0.18304006086486707
DEA57,0.19462938559560872,0.18217436152967179,0.1346475417878199,0.07209846425995856,0.017880318224029485,0.001431742026236969,5.3870273976433107e-17,0.0006046492220412255,0.013072275290659663,0.07234321334390652,0.13038673247170382,0.18073131624836325
DEA58,0.2004277464130907,0.18915885896015605,0.13959482577757643,0.070109995106446,0.012133385245233178,0.0006480828021911093,8.51345261609592e-17,2.1660527675015407e-05,0.008759454304430618,0.0647188790144314,0.130240290074642,0.18418682177412732
DEA59,0.1992967905191739,0.18820722186443775,0.1393879694617718,0.07092848149369721,0.013435095598578117,0.0008203781280438468,-1.7271810739218747e-17,3.340612760125843e-05,0.008957946735801432,0.06545180478644896,0.1301748898409917,0.1833060154434541
DEA5A,0.20276089980603088,0.18690594215484183,0.12786221033924147,0.0657575218905407,0.008409952376049376,0.00016173024826617843,1.8565426669275702e-16,1.85654266692757e-16,0.009315108116651127,0.07030386123569828,0.14152317555306296,0.18699959827961685
DEA5B,0.19967852641650463,0.18852165261789772,0.13942376797501974,0.07062262214510867,0.013133084856155225,0.0007827729954328735,-2.2430407893903575e-16,3.4783476982463274e-05,0.008906671029579693,0.06514433738347686,0.1301577482308722,0.18359403287296977
DEA5C,0.20098701049160736,0.1896213722756613,0.1396565823501444,0.06967392408837884,0.01167394419261508,0.0005902879743472141,1.5570716300449798e-16,1.8125400156172768e-05,0.00865953408758647,0.06428198771860637,0.13022590769612508,0.1846113237247716
DE711,0.20556863827703115,0.18898054352807905,0.127330246088799,0.06321587717833838,0.007426830241544107,6.948818018083853e-05,-3.3026615620937184e-17,-3.3026615620937184e-17,0.00884665831930259,0.06787131029757199,0.14159784692409927,0.18909256096505378
DE712,0.20682700326614153,0.18991319255705388,0.12710465178750316,0.06208495114718587,0.006934482374476533,2.046971565831774e-05,1.2905540890365377e-16,1.2905540890365374e-16,0.0086400361239934,0.06680006026541026,0.1416418086540326,0.1900333441085442
DE713,0.2059419644061359,0.18926278726058618,0.12728819797972984,0.06289623757616038,0.007180359857348712,4.0045397737078895e-05,1.3003027747207704e-17,1.3003027747207704e-17,0.008791814241475798,0.0675903012169401,0.14163125856360245,0.18937703350028354
DE714,0.20573080958064197,0.1891057248584909,0.1273235287431743,0.06308439710284605,0.00727316245929326,4.978241257755884e-05,3.96250445647169e-18,3.96250445647169e-18,0.008825830691811243,0.06776632403782705,0.14162181522025222,0.18921862489308555
DE715,0.2033408245489675,0.1873329102288128,0.1277454728848539,0.06522817767963644,0.008234587847127132,0.0001467880891213245,8.240896490809635e-17,8.240896490809634e-17,0.009216571387311509,0.06979127766746686,0.14153298001206308,0.1874304096546392
DE716,0.20345620215257296,0.1874157977954345,0.1277130170814219,0.06511697227684406,0.008236948094211771,0.00014934328915820953,1.5557635587566323e-17,1.5557635587566326e-17,0.00919457217782028,0.06967564324128926,0.14152737362593287,0.1875141302653143
DE717,0.2036949922558079,0.18759485745966786,0.12767952466043284,0.06490831126687696,0.00810592140947578,0.00013446178373611404,2.0828707409628556e-17,2.0828707409628556e-17,0.009157780542704577,0.06948614264605642,0.1415433435465547,0.18769466442868685
DE718,0.2040141439483761,0.18783026713882509,0.12761723077858475,0.06461824056775156,0.008001541042873182,0.00012507045897954875,2.3685094664744563e-17,2.3685094664744563e-17,0.009104058653235868,0.06920693646887302,0.14155033619548846,0.18793217474701243
